文章年份,文章題名,作者,期刊名稱,DOI,備註
2021,"Emojis influence emotional communication, social attributions, and information processing",Isabelle Boutet; Megan LeBlanc; Justin A. Chamberland; Charles A. Collin,Computers in Human Behavior,10.1016/j.chb.2021.106722,找不到合法免費全文 PDF，建議透過圖書館、館際合作或聯繫作者取得。
